Name,Department,Rating,Difficulty,Number of Reviews,Would Take Again
Brendan Hamilton,Slavic Languages & Literatures,1.0,5.0,1.0,0%
David Allstot,Mechanical Engineering,3.0,4.0,1.0,
David Larue,Biology,3.7,3.3,3.0,
David Wemmer,Chemistry,2.4,4.1,19.0,100%
Chana Kronfeld,Comparative Literature,4.8,2.0,7.0,
Sharlan Nemeth,Psychology,2.0,3.2,5.0,
Nancy Van House,Information Systems,2.9,3.2,5.0,
Craig Moritz,Biology,2.7,2.0,9.0,
Claude Fischer,Sociology,4.8,2.4,5.0,
Ryan Ikeda,Rhetoric,5.0,1.8,3.0,100%
Christine Rosen,Business Administration,3.8,2.9,9.0,50%
Marsha Saxton,Interdisciplinary Studies,4.2,2.2,13.0,67%
Donald Sarason,Mathematics,3.5,2.2,30.0,
Joan Hollinger,Legal Studies,3.0,3.5,23.0,
Joe McBride,Environmental Science,4.6,3.0,8.0,
Harold Lecar,Biology,4.2,1.7,3.0,
William Lester,Chemistry,1.8,3.8,22.0,
David Dowall,Urban Design & Development,3.8,2.0,2.0,
Tonya Dewey,German,4.7,1.6,8.0,
John Welsh,Engineering,3.4,3.6,7.0,
Robert Hirst,English,4.8,1.7,3.0,
Naomi Ginsberg,Chemistry,4.3,3.0,5.0,100%
Terri Bimes,Political Science,4.1,3.1,11.0,84%
Kathleen Moran,Interdisciplinary Studies,3.0,2.0,1.0,100%
Richard Perry,Legal Studies,4.1,2.6,34.0,77%
David Sunding,Economics,3.1,2.9,29.0,0%
Samuel (Sam) Pimentel,Statistics,3.1,4.0,6.0,60%
Jeremy Magruder,Economics,2.9,4.5,20.0,67%
Ali Mesbah,Chemical Engineering,,,,
Timothy Justus,Psychology,4.8,2.0,3.0,
Alexei Tchistyi,Business Administration,4.5,2.0,1.0,
Katrina Winzeler,Philosophy,5.0,3.0,2.0,100%
Andrew Neureuther,Electrical Engineering,3.7,3.8,9.0,100%
Sherrie Gallipeau,Biology,5.0,4.0,1.0,100%
Gabriel Milner,History,5.0,3.0,2.0,100%
Nike Sun,Statistics,3.5,4.0,4.0,50%
Paul Rabinow,Anthropology,2.3,3.7,3.0,0%
Kathryn Klar,International Studies,3.1,3.4,24.0,100%
John Gerhart,Biology,3.8,2.0,4.0,100%
Robin Lakoff,Linguistics,2.0,2.7,26.0,0%
Ayse Agis,Women's Studies,3.5,2.2,32.0,0%
Anthony Rizzuto,Chemistry,5.0,3.0,1.0,100%
Erich S. Gruen,History,4.7,3.8,9.0,100%
Kimmen Sjolander,Bioengineering,1.3,4.5,4.0,0%
Richard Scheffler,Public Health,2.4,1.3,3.0,100%
Dave Wahl,Geography,4.5,4.0,1.0,
Kevin Sweeney,Business Administration,5.0,4.0,1.0,
Whitney Reiner,Biology,4.8,4.0,2.0,100%
Kenneth Speirs,English,3.7,2.4,13.0,
Blake Johnson,History,5.0,2.3,6.0,100%
David Pereira,Music,4.1,3.6,30.0,70%
John McAuliffe,Statistics,4.0,3.0,1.0,
Junqiao Wu,Materials Science,4.0,2.3,4.0,67%
Katherine O'neill,Environ. Sci. Policy & Mgmt.,,,,
Tom McEnaney,Spanish,4.0,2.7,6.0,67%
Suneel Udpa,Business Administration,4.8,2.7,21.0,100%
Jonathan Larner-Lewis,English,5.0,1.0,2.0,
James McIvor,Mathematics,4.7,1.6,8.0,100%
Jocelyn Rodal,English,5.0,3.0,3.0,
Michael Taylor,History,4.8,3.5,4.0,100%
Zachary Manfredi,Rhetoric,5.0,4.0,1.0,100%
Leslie Elwell,Italian,5.0,2.4,5.0,
Christopher Tompkins,Education,5.0,2.4,3.0,100%
Tom Griffiths,Cognitive Science,4.5,2.1,11.0,
Alexandra Mittler,German,4.5,3.0,1.0,
Rasmus Nielsen,Biology,3.8,2.8,7.0,100%
Sarah Chihaya,Comparative Literature,4.8,3.0,2.0,
Sita Patel,Psychology,4.0,2.0,1.0,
Nikki Pratt,Psychology,2.8,3.5,4.0,
Mike Urbancic,Economics,4.0,3.0,3.0,
Daniel Brooks,Slavic Languages & Literatures,4.8,2.5,2.0,
Seung-Wuk Lee,Bioengineering,,,,
Sheng Luan,Plant Biology,2.0,5.0,1.0,
Román  Luján,Spanish,5.0,3.0,1.0,100%
Boris Mladenov,Mathematics,3.5,4.5,2.0,100%
Olivia Natan,Business Administration,1.0,5.0,1.0,
peter nelson,Anthropology,3.0,3.0,1.0,
Busisiwe Nsele,Art History,,,,
Emily Nusbaum,Interdisciplinary Studies,5.0,2.0,1.0,100%
Robert Chung,Statistics,4.5,2.5,4.0,100%
Ed Timke,Mass Communications,4.5,3.1,9.0,84%
Dan Spiegel,Architecture,3.5,3.5,2.0,50%
Gilad Sharvit,Religious Studies,5.0,4.0,1.0,100%
Carter Koppelman,Sociology,5.0,4.0,2.0,100%
Bill Berry,Earth Science,3.8,1.4,50.0,
Steven Brenner,Biology,2.8,4.3,4.0,
Hiroshi Nikaido,Biology,2.5,4.0,24.0,
Michael Hout,Sociology,3.3,2.0,18.0,
Jhonni Carr,Spanish,,,,
Sylvia Flatt,Sociology,5.0,3.0,2.0,100%
Deirdre Martin,Political Science,4.0,3.7,3.0,67%
Graham Fleming,Chemistry,1.0,5.0,4.0,0%
Joseph Scalice,Asian Studies,4.8,2.0,8.0,100%
George Roderick,Biology,3.7,2.3,15.0,88%
Ellen Robey,Biology,2.9,3.8,9.0,40%
Jason Luger,City  Regional Planning,4.0,2.2,4.0,100%
Kimberly Freeman,English,4.4,3.1,6.0,100%
Arja Logman,Architecture,3.0,4.0,2.0,50%
Shahwali Ahmadi,Near Eastern Studies,4.5,2.3,17.0,100%
Sarah MacDonald,Mass Communications,5.0,3.0,2.0,
Jake Malone,Comparative Literature,,,,
Siri Brown,African-American Studies,4.3,2.8,18.0,50%
Alexander Walker,Music,5.0,3.2,14.0,100%
Greg Castillo,Architecture,4.5,1.9,7.0,100%
Irene Bloemraad,Sociology,3.9,3.5,26.0,80%
Wooseok Ha,Statistics,3.2,4.4,5.0,40%
Cathy Lu,Art,,,,
Zachary Lamb,City & Regional Planning,3.4,3.5,7.0,58%
Nora Broege,Sociology,3.3,3.0,12.0,50%
John Kubiatowicz,Computer Science,4.5,5.0,2.0,50%
Yun S Song,Statistics,4.3,4.6,14.0,88%
Michael Nachman,Biology,4.9,3.1,7.0,100%
Kim Freeman,Writing,4.5,3.6,6.0,100%
Shaunak Modak,Astronomy,5.0,5.0,1.0,100%
Sebastian Eterovic,Mathematics,5.0,3.4,3.0,100%
Kan Liu,Geography,1.0,4.0,1.0,0%
Tara Hottman,English,5.0,2.0,3.0,100%
Christine Hastorf,Anthropology,2.8,3.4,18.0,20%
Tessa Talebi,Political Science,5.0,1.0,1.0,100%
Vince Law,Business Administration,5.0,4.0,1.0,100%
Ghazal Rahimi,"Art, Media, & Design",1.0,5.0,1.0,0%
Anne Nesbet,Film,4.4,3.6,30.0,85%
Bill Dietrich,Earth Science,3.4,3.8,6.0,67%
Michael Tuncap,Ethnic Studies,4.9,4.0,11.0,100%
Tom Carlson,Biology,4.1,2.4,121.0,70%
Javad Lavaei,Industrial Engineering,3.5,3.6,8.0,75%
James Holston,Anthropology,3.5,2.5,34.0,62%
Lisa Maher,Anthropology,4.8,3.0,12.0,86%
John McNamara,Art,4.7,2.0,22.0,50%
Rutie Adler,Near Eastern Studies,2.0,4.0,1.0,0%
Ken Sandy,Industrial Engineering,3.1,3.3,7.0,50%
Michael Mahoney,Statistics,2.6,4.4,11.0,50%
Hank Ibser,Statistics,2.9,3.6,192.0,22%
Grace Gu,Mechanical Engineering,4.5,3.4,19.0,89%
Anil Aswani,Industrial Engineering,,,,
Daniella Hirschfeld,Landscape Architecture & Regional Planning,2.0,2.5,4.0,0%
Noah Warren,English,,,,
Gregory Choy,Ethnic Studies,3.9,2.4,4.0,100%
Jesse Chapman,Chinese,3.0,2.7,3.0,67%
Flor Feldman,Mathematics,2.5,4.2,42.0,11%
Jugdep Chima,Political Science,3.0,4.5,12.0,0%
Ndola Prata,Public Health,,,,
Clara Nicholls,International Studies,4.3,2.6,5.0,100%
Jacob Garboury,Film,5.0,3.0,1.0,100%
Lucas Davis,Business Administration,3.0,3.0,4.0,0%
Hannah Stuart,Mechanical Engineering,4.0,2.5,2.0,100%
Elizabeth (Libby) Gerard,Education,,,,
Michael Frenklach,Engineering,3.0,4.4,50.0,34%
Van Carey,Engineering,3.8,3.1,16.0,100%
Mary Kelsey,Sociology,5.0,2.3,95.0,90%
Hsinyu Lin,Chinese,5.0,3.3,19.0,100%
Jack Gallant,Psychology,2.8,4.3,23.0,43%
Atreyee Gupta,Art History,4.0,2.7,4.0,75%
Steven Stahler,Physics,3.6,3.2,35.0,59%
Craig Nagasawa,Art,4.9,2.4,10.0,100%
Jasper Bernes,English,4.5,3.5,4.0,100%
Evgenia Duzhak,Economics,2.9,4.1,9.0,56%
Christopher Muller,Sociology,5.0,3.1,15.0,100%
John Marsden,Chemistry,,,,
Daniel Roddy,History,5.0,3.0,1.0,100%
Richard Hernandez,Journalism,5.0,1.0,1.0,100%
Marc Rieffel,Mathematics,1.0,5.0,1.0,0%
Eugene Chiang,Astronomy,4.4,3.6,16.0,80%
Juan Berumen,Arts & Humanities,1.5,3.0,2.0,
Martin Sanchez-Jankowski,Not Specified,2.1,3.7,9.0,0%
Arianne Eason,Psychology,4.3,2.8,6.0,100%
Daniel McKinsey,Physics,2.4,3.4,3.0,50%
Juan Beruman,American Studies,,,,
Kathryn Funderburg,English,,,,
Nickolas Gable,English,,,,
Lawrence Hall,Physics,1.0,4.0,1.0,
Justin Berner,Spanish,,,,
Tae Ahn,Statistics,,,,
Judy Hopelain,Business Administration,4.4,3.4,23.0,75%
Gregory Arena,Biology,,,,
Allison Post,Political Science,1.5,4.4,4.0,0%
Jim Bishop,Earth Science,2.9,3.0,37.0,38%
Kuan Hwa,Rhetoric,5.0,2.5,2.0,100%
Valerie Zhang,Business Administration,3.9,3.5,6.0,100%
Aditi Krishnapriyan,Chemical Engineering,3.5,4.3,7.0,100%
Ellen Lumpkin,Biology,2.0,3.5,2.0,100%
John Levine,English,4.4,2.7,12.0,100%
Steve Welter,Environmental Science,4.1,2.7,17.0,
Lanchih Po,East Asian Studies,4.9,3.0,10.0,100%
John DeNero,Computer Science,5.0,4.5,206.0,93%
Gireeja Ranade,Electrical Engineering,4.0,4.0,35.0,67%
Rebekah Marsh,Not Specified,1.4,4.6,21.0,0%
Purin Phanichphant,Art Media amp Design,5.0,3.0,63.0,100%
Rebecca Herman,History,,,,
Szonja Ivester,Sociology,3.1,3.5,86.0,60%
Serena Villalobos,Information Systems,3.0,3.0,1.0,
Andrea Massari,Statistics,3.4,3.4,5.0,100%
Judy Juanita,English,1.3,4.3,5.0,
Jose Ramirez-Latorre,Cognitive Science,2.5,3.1,19.0,70%
Miriam Hernandez-Rodriguez,Languages,,,,
Camila Yadeau,Rhetoric,,,,
Gabriella Han,Information Systems,,,,
Junghee Park,Languages,5.0,4.0,1.0,100%
Carisa Harris,Industrial Engineering,4.5,2.5,2.0,100%
Reza Moazzami,Business Administration,5.0,4.0,1.0,
Amy Rowland,English,5.0,3.0,1.0,100%
Thea Patterson,Physical Education,,,,
Rebecca Ennals,Theatre & Dance,,,,
Dan Chatman,Urban Studies,3.5,4.0,7.0,100%
Mike Levine,Biology,4.3,3.0,6.0,
John Clarke,Physics,4.6,1.8,4.0,
Arash Komeili,Biology,2.8,3.3,7.0,
Raymond Seed,Civil Engineering,3.9,3.3,7.0,
Joann Conrad,Anthropology,2.6,3.1,19.0,0%
Marshall Foletta,History,3.9,3.3,10.0,
Ken Worthy,Environ. Sci. Policy & Mgmt.,4.1,2.3,32.0,85%
Merrill Shanks,Political Science,2.7,2.6,5.0,
Michael Martin,Philosophy,5.0,4.0,1.0,
Lauren Naturale,English,2.0,3.0,1.0,
Michael Grone,Anthropology,5.0,1.0,1.0,
Tara Phillips,Comparative Literature,,,,
Sharon Amacher,Biology,4.5,3.0,10.0,
Michael Johns,Geography,4.1,2.8,9.0,
Rachel Ward,Spanish,,,,
Kristen Rasmussen,Nutrition,5.0,1.5,2.0,100%
Rachel Slaybaugh,Nuclear Engineering,,,,
Jack Mayer,History,,,,
Zack Powell,Biology,2.1,3.0,15.0,
Donald Mastronarde,Classics,2.7,3.6,35.0,
Anne Banfield,English,2.7,3.7,18.0,
Micheal Ranney,Not Specified,3.6,3.2,5.0,
James Wilcox,Business Administration,3.2,3.2,19.0,
Doris Maldonado,Anthropology,2.5,1.0,1.0,
Jeffrey Weiner,Comparative Literature,3.9,3.8,9.0,
Sherrilyn Roush,Philosophy,1.9,3.4,7.0,
Marilola Perez-Rodas,Spanish,4.0,1.0,2.0,
Koushik Sen,Computer Science,3.1,3.4,4.0,
Bethany Goldblum,Nuclear Engineering,3.3,2.5,2.0,
Yahil Zaban,Religious Studies,4.5,1.0,1.0,
Phillip Gordon,Sociology,4.2,1.2,5.0,
Konstantin Bobkov,Physics,3.8,3.3,4.0,
Song Li,Bioengineering,3.6,1.8,10.0,
Max Weintraub,Environ. Sci. Policy & Mgmt.,3.3,2.7,3.0,
James Sallee,Economics,4.6,3.4,12.0,91%
Ryan Brutger,Political Science,4.0,2.8,4.0,75%
Katherine Lee,Writing,4.7,4.7,3.0,
Phil Spector,Statistics,4.1,3.1,9.0,
Stanley Chen,Philosophy,1.0,5.0,1.0,
Juan Ospina,Spanish,5.0,2.0,2.0,100%
Peter Skafish,Anthropology,,,,
Elizabeth MacDonald,Urban Design & Development,4.0,3.7,3.0,0%
Ericka Lutz,Business Administration,3.9,2.5,6.0,100%
Katie La Barbera,Biology,5.0,2.0,1.0,100%
Michael Klass,Statistics,2.2,2.6,14.0,0%
Ayelet Ben-Yishai,Comparative Literature,5.0,3.0,3.0,100%
Ivo Souza,Physics,3.1,3.4,8.0,100%
Stephen Tollefson,Writing,4.8,2.0,4.0,
Nezar Alsayyad,Urban Design & Development,3.8,3.4,12.0,
Bruce Elliott,History,4.6,2.3,11.0,
joseph lough,Economics,2.0,2.5,2.0,0%
Roy Ulrich,Public Policy,1.7,4.5,8.0,
Chris Dolder,Theatre & Dance,4.8,4.0,10.0,100%
Michael D. Rubenstein,English,3.8,3.4,22.0,
Lordy Rodriguez,Art,5.0,1.0,1.0,
Joshua Marker,Linguistics,5.0,1.5,2.0,
Sasha Miko,English,5.0,1.5,4.0,
Paul Rogé,Environ. Sci. Policy  Mgmt.,,,,
Elmar Stefke,Physical Education,4.8,1.0,6.0,100%
Eva Fuchs,English,3.5,1.9,18.0,100%
Bob Jacobsen,Physics,3.6,3.2,46.0,
Stacy Van Vleet,Asian Studies,2.0,3.0,2.0,0%
Michael Shalov,Political Science,5.0,3.0,1.0,100%
Edward Lee,Engineering,5.0,4.0,1.0,100%
Eric Stover,Legal Studies,3.8,2.0,3.0,67%
David Orkand,Architecture,4.0,4.3,6.0,67%
Eric Schickler,Political Science,4.9,2.5,30.0,90%
Elizabeth Page-Gould,Psychology,5.0,2.0,5.0,100%
David Ackerly,Biology,4.5,2.8,11.0,84%
Christos Papadimitriou,Computer Science,4.4,3.4,9.0,100%
Ron Stroud,Classics,4.8,4.7,3.0,
David Ahn,Economics,4.3,2.6,5.0,100%
Karsten Weis,Biology,4.0,3.4,13.0,
Victoria Kahn,Comparative Literature,5.0,4.4,9.0,100%
Ahmad Roosta,Chemistry,2.5,1.7,3.0,
Jennifer Hudin,Philosophy,3.5,2.8,18.0,0%
Botond Koszegi,Economics,3.9,3.3,18.0,
Laura Stoker,Political Science,4.0,2.9,69.0,56%
Joseph Napoli,Nutrition,2.7,3.2,4.0,50%
Harvey Dong,Ethnic Studies,4.5,2.5,57.0,91%
Agnieszka Smelkowska,History,5.0,3.0,2.0,100%
Susan Houlihan,Business Administration,5.0,2.0,1.0,100%
Craig  Johnson,History,,,,
Thomas Hill,History,4.0,2.7,3.0,
Jennifer Bajorek,Rhetoric,2.8,4.3,4.0,
Brian Carver,Information Systems,4.5,3.0,1.0,
Catherine Browning,English,,,,
Steven Pon,Mathematics,,,,
Jennifer Tucker,City  Regional Planning,,,,
A D ross,Political Science,,,,
Bart Pestarino,Engineering,,,,
Valerie Shapiro,Social Welfare,,,,
Anu Gomez,Social Welfare,,,,
Eleanor Rosch,Psychology,3.4,2.6,21.0,
Julian Boyd,English,4.6,2.6,5.0,
Benjamin Brinner,Music,3.9,2.4,33.0,
Nicos Makris,Civil Engineering,2.3,4.6,6.0,100%
Marc Davis,Astronomy,2.4,3.1,14.0,
G Hull,Education,4.1,1.8,6.0,100%
Jan T. Liphardt,Physics,2.5,3.5,29.0,
Marjorie Shapiro,Physics,3.1,3.6,22.0,100%
Katherine Snyder,English,3.6,3.1,23.0,58%
Cristina Farronato,Italian,5.0,3.0,1.0,100%
Avideh Zakhor,Electrical Engineering,1.8,4.1,11.0,29%
Christopher Grade,Psychology,,,,
Angela Liu,Computer Science,,,,
George Cluff,Business Administration,4.5,2.3,3.0,
Joel Moore,Physics,2.0,3.0,1.0,
Gabe Page,Comparative Literature,3.0,3.0,1.0,
Carol Gilson,Biology,1.8,3.2,5.0,
Elizabeth Stokkebye,Scandinavian,4.5,2.0,1.0,
Marlin Halim,Chemistry,4.8,4.0,2.0,
Emmanual Saez,Economics,1.0,5.0,1.0,
Ben Safdi,Physics,,,,
Camryn Shiroma,Languages,,,,
Frank Smith,Asian Studies,,,,
Doris Tsao,Molecular/Cellular Biology,3.8,2.8,3.0,100%
Pamela Weidman,English,,,,
Quame Patton,African-American Studies,4.8,2.7,3.0,
Natalia Valencia,Spanish,3.9,3.6,8.0,100%
Stuart Bale,Physics,4.5,1.5,2.0,100%
Armando Lara-Millan,Sociology,4.8,2.5,7.0,86%
Stefan-Ludwig Hoffmann,History,4.1,3.3,8.0,100%
Shreeharsh Kelkar,Interdisciplinary Studies,3.5,2.5,18.0,77%
Amy Rose Deal,Linguistics,4.5,2.9,13.0,100%
Ronnie Spizter,Physics,,,,
Taffeta Elliott,Psychology,1.0,5.0,1.0,
Chung Pang Mok,Mathematics,4.5,1.4,5.0,
David Hill,Mathematics,3.1,3.5,4.0,
Ed Stack,Languages,4.0,3.0,1.0,
Yuval Ben-Bassat,History,5.0,3.5,2.0,100%
Henry Chesbrough,Business Administration,,,,
Tal Lavian,Computer Science,4.5,1.4,47.0,100%
Michael Bloxham,Physics,2.0,4.0,7.0,0%
Carolyn Carr,Writing,,,,
Martin Sanzhez-Jankowski,Sociology,2.6,4.1,34.0,0%
Clare Stinchcombe,Mathematics,4.5,3.0,1.0,
Danny Yagan,Economics,4.0,4.0,1.0,100%
Alexander Paulin,Mathematics,5.0,3.8,274.0,99%
Jonathan Shewchuk,Computer Science,4.8,2.8,59.0,100%
Brainy Cardinal,Religious Studies,,,,
Joel Wanek,Geography,2.0,3.0,1.0,
Margaretta Lovell,Art History,3.1,3.6,20.0,75%
Jon Martens,Architecture,5.0,3.0,1.0,100%
Dara Hellman,English,2.1,3.8,8.0,
Arash Adel,Architecture,3.6,3.6,5.0,
Jann Ronis,Religious Studies,4.5,1.5,2.0,
Mike Bigley,English,5.0,2.0,3.0,
Amanda Doxtater,Scandinavian,5.0,1.8,9.0,100%
Lesley Baker,Art,5.0,2.0,2.0,
Isaiah Nengo,Anthropology,3.9,2.9,7.0,100%
Anthony Adamthwaite,History,4.5,2.1,21.0,
David Sayre,Geography,4.9,3.0,4.0,
Jennifer Burns,History,3.4,2.9,18.0,
Gregory Feist,Psychology,4.5,2.5,12.0,100%
Ved Datar,Mathematics,4.3,3.0,2.0,100%
Fahad Kamran,Statistics,4.0,5.0,1.0,100%
Kelli Fallon,Public Policy,,,,
Blake Lemoine,Information Systems,,,,
Joachim Rahmfeld,Information Systems,,,,
Sid Reddy,Information Systems,,,,
Morgan Ames,Information Systems,,,,
Margherita Ghetti,Italian,1.0,5.0,1.0,0%
Sayeef Salahuddin,Electrical Engineering,4.5,3.3,4.0,0%
Bryant La,Mechanical Engineering,,,,
Phuoc Le,Public Health,4.5,3.5,2.0,100%
Justin Underhill,Art History,4.9,2.9,60.0,100%
W. B. Turner,Mass Communications,3.6,3.0,16.0,100%
Susan Schweik,English,4.2,2.5,17.0,100%
Randi Evans,Theatre  Dance,1.0,1.0,2.0,0%
You-Tien Hsing,Geography,2.0,3.0,12.0,
Danielle Callegari,Italian,4.4,2.6,5.0,100%
Martin Head-Gordon,Chemistry,3.7,3.8,94.0,39%
Beth Roy,Peace & Conflict Studies,4.7,2.7,3.0,100%
Xin Guo,Industrial Engineering,4.8,2.0,2.0,
Thomas Shannon,German,4.6,2.5,6.0,50%
Arthur Reingold,Public Health,4.6,2.4,10.0,100%
Daniel Hedblom,Information Systems,5.0,4.0,1.0,100%
Daniel Portnoy,Biology,4.4,3.4,14.0,84%
Sarah Eriksen,Scandinavian,5.0,3.0,2.0,100%
Yumi Wilson,Journalism,5.0,2.5,2.0,100%
Anneka Lenssen,Art,4.8,3.4,3.0,100%
Hayato Saito,East Asian Studies,5.0,2.4,3.0,100%
Bruce Hall,History,3.4,2.4,5.0,40%
Melissa Bayne,Psychology,4.0,2.6,22.0,71%
Christopher Fraser,Chemistry,3.6,3.3,4.0,100%
David Hult,French,3.1,2.8,6.0,0%
Devva Kasnitz,Anthropology,,,,
Ann Kring,Psychology,4.3,2.8,36.0,100%
Kristen Burmetser,Psychology,,,,
Alper Atamturk,Industrial Engineering,3.0,3.8,18.0,50%
Gregory La Blanc,Business Administration,3.8,4.2,33.0,100%
Andrew Isaacs,Business Administration,1.0,4.0,2.0,
Arjanna Plas,Business Administration,,,,
Laskin Emily,Comparative Literature,5.0,1.0,1.0,100%
Ethan Dlugie,Mathematics,5.0,4.3,6.0,100%
Fang Xu,Interdisciplinary Studies,4.5,2.8,12.0,91%
John Connelly,History,3.9,3.4,19.0,75%
Jesse Nathan,English,5.0,2.4,16.0,100%
John Arnold,Chemistry,4.1,3.9,38.0,100%
Austin Hedeman,Physics,4.8,3.8,14.0,93%
Philip Marcus,Mechanical Engineering,2.2,4.1,18.0,28%
Rudy Mendoza-Denton,Psychology,3.7,2.6,25.0,67%
Alan Schoenfeld,Education,3.0,4.0,1.0,0%
Hung-Hsi Wu,Mathematics,2.3,3.9,62.0,100%
Ian Duncan,English,4.9,3.8,38.0,70%
Kara Nelson,Civil Engineering,4.0,4.0,1.0,100%
David E. Presti,Biology,5.0,3.3,234.0,84%
Fenno Ogutu,Sociology,2.6,2.8,8.0,100%
Natasha Distiller,Women's Studies,,,,
Shana Katzman,Biology,,,,
Alexis Herr,History,5.0,2.5,2.0,100%
Jason de Stefano,English,5.0,2.8,5.0,100%
Chris Paciorek,Statistics,1.8,4.8,10.0,100%
Mario Castillo,Sociology,5.0,4.0,1.0,100%
Neil Razdan,Engineering,,,,
Rebecca McLennan,History,3.3,3.3,40.0,28%
Scott Saul,English,2.9,4.0,59.0,100%
Elena Schneider,History,4.8,3.6,8.0,100%
Sugata Ray,Art History,5.0,2.9,14.0,100%
Jac Asher,Women's Studies,3.7,3.2,36.0,84%
Chika Shibahara,Japanese,4.8,2.9,7.0,86%
David Ridge,Music,3.0,2.5,2.0,50%
Umair Khan,Arts amp Humanities,4.5,2.0,13.0,100%
Elizabeth Tejada,Legal Studies,2.6,2.0,5.0,50%
Maria Barrios-Leblanc,Asian Studies,4.9,1.9,11.0,90%
Ignacio Navarrete,Spanish,3.5,1.5,5.0,50%
Bruno Meyerhof Salama,Legal Studies,3.8,2.5,17.0,65%
Hector Rodriguez,Public Health,,,,
Gert Christen,Industrial Engineering,5.0,2.0,1.0,100%
Dylan Miars,Ethnic Studies,4.4,2.4,6.0,84%
Matt Welch,Biology,4.6,3.0,23.0,100%
Andreas Glaeser,Engineering,4.5,4.7,10.0,
Paola Timiras,Biology,4.2,2.9,13.0,
Fred Wilt,Biology,4.0,2.1,29.0,
David Zusman,Biology,3.1,3.6,25.0,
Catherine Hollis,English,5.0,2.6,30.0,92%
Greg Niemeyer,Art,2.9,2.4,27.0,56%
Daniel Neumark,Chemistry,3.1,3.6,6.0,75%
Larry Karp,Economics,2.4,4.4,22.0,39%
Yu-wei Fan,Mathematics,4.7,3.5,6.0,100%
Robert De Neufville,Political Science,2.7,2.6,25.0,
Nick Ziegler,Political Science,4.5,2.7,7.0,
Adrian Lee,Physics,4.0,4.0,35.0,100%
Toni Mar,Physical Ed,5.0,4.3,519.0,99%
John Dueber,Bioengineering,2.3,4.4,6.0,100%
Michael Nylan,History,3.1,3.3,44.0,60%
Caroline Cole,Writing,4.0,5.0,53.0,46%
Terrence Deacon,Anthropology,3.7,3.1,87.0,67%
Michael Meighan,Biology,2.6,4.6,149.0,19%
Roger Hahn,History,3.5,2.0,5.0,
Annalee Rejhon,Languages,3.7,3.8,14.0,40%
Andrew Little,Political Science,2.0,3.9,27.0,26%
Ming Gu,Mathematics,2.1,3.5,91.0,17%
James Crothers,Biology,2.0,4.0,1.0,
Nicholas Zeigler,Political Science,4.0,4.0,1.0,
Andrius Galisanka,Political Science,3.7,3.7,3.0,
Lewis Lewin,Psychology,3.0,1.0,1.0,
Sagar Karandikar,Computer Science,5.0,1.0,1.0,
Maria Kotzamanidou,Comparative Literature,4.0,2.0,8.0,100%
Ian Agol,Mathematics,2.1,3.4,35.0,100%
Avy Valladares,Italian,2.2,4.0,5.0,20%
Eric Friedman,Industrial Engineering,1.0,3.3,4.0,0%
Oren Hanner,East Asian Studies,5.0,3.0,3.0,100%
Amm Quamruzzaman,Interdisciplinary Studies,4.8,3.4,3.0,100%
Lev Michael,Linguistics,4.6,3.1,5.0,80%
Richard Borcherds,Mathematics,3.1,2.0,66.0,100%
Carol Redmount,Near Eastern Studies,3.9,2.3,40.0,80%
Chien-I Chiang,Physics,5.0,4.4,20.0,90%
Conor Healy,Data Science,5.0,3.0,1.0,100%
Frederico Finan,Economics,4.8,3.1,7.0,100%
Keith Feldman,Ethnic Studies,4.1,2.6,8.0,100%
Iryna Dronova,Landscape Architecture & Regional Planning,5.0,3.0,2.0,100%
Timothy Clarke,Philosophy,4.8,3.8,23.0,78%
Wei Cheng,Music,5.0,2.0,1.0,100%
David Kirp,Public Policy,,,,
Alberto Grunbaum,Mathematics,3.5,2.6,20.0,100%
Robert Iafolla,History,5.0,2.5,7.0,100%
Parsa Taheri,Engineering,2.3,4.4,15.0,100%
Roddy Creedon,Architecture,3.4,4.8,5.0,60%
William Golightly,Physics,5.0,3.3,51.0,100%
Chris Ansell,Political Science,4.1,2.9,34.0,89%
Avril Angevine,English,3.6,3.4,25.0,67%
Cindy Looy,Biology,2.0,4.0,1.0,
Robyn Jensen,Slavic Languages & Literatures,4.5,3.5,2.0,100%
Marianne Constable,Rhetoric,4.6,2.8,17.0,100%
Richard Huntsinger,Business Administration,4.5,3.3,9.0,100%
Yang Bai,Psychology,5.0,3.0,1.0,100%
Jesus  Barraza,Ethnic Studies,,,,
Richard Balmer,Mathematics,2.0,5.0,11.0,100%
Jaimie  Baron,Film,2.0,2.0,1.0,
Balthazar Beckett,English,2.8,4.0,3.0,100%
Raffaela Margutti,Physics,5.0,3.0,1.0,100%
Mohamed Ben Hammed,Literature,5.0,2.5,2.0,100%
Elizabeth Wueste,Classics,5.0,1.0,1.0,
Scott Zimmermann,Law,,,,
Paul Grigas,Industrial Engineering,5.0,4.0,1.0,100%
Sadrine Dudoit,Statistics,1.0,3.0,4.0,0%
Elena Olsen,Spanish,4.3,2.9,8.0,50%
lana salman,Anthropology,,,,
Sam Chaim-Weismann,Electrical Engineering,,,,
Emily Sutton,English,5.0,3.0,2.0,100%
Marianne Kaletzky,Comparative Literature,4.8,3.8,5.0,100%
Suncica Canic,Mathematics,3.5,3.5,32.0,84%
David Brookman,Political Science,4.8,2.6,6.0,100%
