Name,Department,Rating,Difficulty,Number of Reviews,Would Take Again
Juan Ospina,Professor in the Spanish department at University of California Berkeley,5,2,2,100%
Peter Skafish,Professor in the Anthropology department at University of California Berkeley,N/A,N/A,,N/A
Elizabeth MacDonald,Professor in the Urban Design & Development department at University of California Berkeley,4,3.7,3,0%
Ericka Lutz,Professor in the Business Administration department at University of California Berkeley,3.9,2.5,6,100%
Katie La Barbera,Professor in the Biology department at University of California Berkeley,5,2,1,100%
Michael Klass,Professor in the Statistics department at University of California Berkeley,2.2,2.6,14,0%
Ayelet Ben-Yishai,Professor in the Comparative Literature department at University of California Berkeley,5,3,3,100%
Ivo Souza,Professor in the Physics department at University of California Berkeley,3.1,3.4,8,100%
Stephen Tollefson,Professor in the Writing department at University of California Berkeley,4.8,2,4,N/A
Nezar Alsayyad,Professor in the Urban Design & Development department at University of California Berkeley,3.8,3.4,12,N/A
Bruce Elliott,Professor in the History department at University of California Berkeley,4.6,2.3,11,N/A
joseph lough,Professor in the Economics department at University of California Berkeley,2,2.5,2,0%
Roy Ulrich,Professor in the Public Policy department at University of California Berkeley,1.7,4.5,8,N/A
Chris Dolder,Professor in the Theatre & Dance department at University of California Berkeley,4.8,4,10,100%
Michael D. Rubenstein,Professor in the English department at University of California Berkeley,3.8,3.4,22,N/A
Lordy Rodriguez,Professor in the Art department at University of California Berkeley,5,1,1,N/A
Joshua Marker,Professor in the Linguistics department at University of California Berkeley,5,1.5,2,N/A
Sasha Miko,Professor in the English department at University of California Berkeley,5,1.5,4,N/A
Paul Rogé,Professor in the Environ. Sci. Policy  Mgmt. department at University of California Berkeley,N/A,N/A,,N/A
Elmar Stefke,Professor in the Physical Education department at University of California Berkeley,4.8,1,6,100%
Eva Fuchs,Professor in the English department at University of California Berkeley,3.5,1.9,18,100%
Bob Jacobsen,Professor in the Physics department at University of California Berkeley,3.6,3.2,46,N/A
Stacy Van Vleet,Professor in the Asian Studies department at University of California Berkeley,2,3,2,0%
Michael Shalov,Professor in the Political Science department at University of California Berkeley,5,3,1,100%
Edward Lee,Professor in the Engineering department at University of California Berkeley,5,4,1,100%
Eric Stover,Professor in the Legal Studies department at University of California Berkeley,3.8,2,3,67%
David Orkand,Professor in the Architecture department at University of California Berkeley,4,4.3,6,67%
Eric Schickler,Professor in the Political Science department at University of California Berkeley,4.9,2.5,30,90%
Elizabeth Page-Gould,Professor in the Psychology department at University of California Berkeley,5,2,5,100%
David Ackerly,Professor in the Biology department at University of California Berkeley,4.5,2.8,11,84%
Christos Papadimitriou,Professor in the Computer Science department at University of California Berkeley,4.4,3.4,9,100%
Ron Stroud,Professor in the Classics department at University of California Berkeley,4.8,4.7,3,N/A
David Ahn,Professor in the Economics department at University of California Berkeley,4.3,2.6,5,100%
Karsten Weis,Professor in the Biology department at University of California Berkeley,4,3.4,13,N/A
Victoria Kahn,Professor in the Comparative Literature department at University of California Berkeley,5,4.4,9,100%
Ahmad Roosta,Professor in the Chemistry department at University of California Berkeley,2.5,1.7,3,N/A
Jennifer Hudin,Professor in the Philosophy department at University of California Berkeley,3.5,2.8,18,0%
Botond Koszegi,Professor in the Economics department at University of California Berkeley,3.9,3.3,18,N/A
Laura Stoker,Professor in the Political Science department at University of California Berkeley,4,2.9,69,56%
Joseph Napoli,Professor in the Nutrition department at University of California Berkeley,2.7,3.2,4,50%
Harvey Dong,Professor in the Ethnic Studies department at University of California Berkeley,4.5,2.5,57,91%
Agnieszka Smelkowska,Professor in the History department at University of California Berkeley,5,3,2,100%
Susan Houlihan,Professor in the Business Administration department at University of California Berkeley,5,2,1,100%
Craig  Johnson,Professor in the History department at University of California Berkeley,N/A,N/A,,N/A
Thomas Hill,Professor in the History department at University of California Berkeley,4,2.7,3,N/A
Jennifer Bajorek,Professor in the Rhetoric department at University of California Berkeley,2.8,4.3,4,N/A
Brian Carver,Professor in the Information Systems department at University of California Berkeley,4.5,3,1,N/A
Catherine Browning,Professor in the English department at University of California Berkeley,N/A,N/A,,N/A
Steven Pon,Professor in the Mathematics department at University of California Berkeley,N/A,N/A,,N/A
Jennifer Tucker,Professor in the City  Regional Planning department at University of California Berkeley,N/A,N/A,,N/A
A D ross,Professor in the Political Science department at University of California Berkeley,N/A,N/A,,N/A
Bart Pestarino,Professor in the Engineering department at University of California Berkeley,N/A,N/A,,N/A
Valerie Shapiro,Professor in the Social Welfare department at University of California Berkeley,N/A,N/A,,N/A
Anu Gomez,Professor in the Social Welfare department at University of California Berkeley,N/A,N/A,,N/A
Eleanor Rosch,Professor in the Psychology department at University of California Berkeley,3.4,2.6,21,N/A
Julian Boyd,Professor in the English department at University of California Berkeley,4.6,2.6,5,N/A
Benjamin Brinner,Professor in the Music department at University of California Berkeley,3.9,2.4,33,N/A
Nicos Makris,Professor in the Civil Engineering department at University of California Berkeley,2.3,4.6,6,100%
Marc Davis,Professor in the Astronomy department at University of California Berkeley,2.4,3.1,14,N/A
G Hull,Professor in the Education department at University of California Berkeley,4.1,1.8,6,100%
Jan T. Liphardt,Professor in the Physics department at University of California Berkeley,2.5,3.5,29,N/A
Marjorie Shapiro,Professor in the Physics department at University of California Berkeley,3.1,3.6,22,100%
Katherine Snyder,Professor in the English department at University of California Berkeley,3.6,3.1,23,58%
Cristina Farronato,Professor in the Italian department at University of California Berkeley,5,3,1,100%
Avideh Zakhor,Professor in the Electrical Engineering department at University of California Berkeley,1.8,4.1,11,29%
Christopher Grade,Professor in the Psychology department at University of California Berkeley,N/A,N/A,,N/A
Angela Liu,Professor in the Computer Science department at University of California Berkeley,N/A,N/A,,N/A
George Cluff,Professor in the Business Administration department at University of California Berkeley,4.5,2.3,3,N/A
Joel Moore,Professor in the Physics department at University of California Berkeley,2,3,1,N/A
Gabe Page,Professor in the Comparative Literature department at University of California Berkeley,3,3,1,N/A
Carol Gilson,Professor in the Biology department at University of California Berkeley,1.8,3.2,5,N/A
Elizabeth Stokkebye,Professor in the Scandinavian department at University of California Berkeley,4.5,2,1,N/A
Marlin Halim,Professor in the Chemistry department at University of California Berkeley,4.8,4,2,N/A
Emmanual Saez,Professor in the Economics department at University of California Berkeley,1,5,1,N/A
Ben Safdi,Professor in the Physics department at University of California Berkeley,N/A,N/A,,N/A
Camryn Shiroma,Professor in the Languages department at University of California Berkeley,N/A,N/A,,N/A
Frank Smith,Professor in the Asian Studies department at University of California Berkeley,N/A,N/A,,N/A
Doris Tsao,Professor in the Molecular/Cellular Biology department at University of California Berkeley,3.8,2.8,3,100%
Pamela Weidman,Professor in the English department at University of California Berkeley,N/A,N/A,,N/A
Quame Patton,Professor in the African-American Studies department at University of California Berkeley,4.8,2.7,3,N/A
Natalia Valencia,Professor in the Spanish department at University of California Berkeley,3.9,3.6,8,100%
Stuart Bale,Professor in the Physics department at University of California Berkeley,4.5,1.5,2,100%
Armando Lara-Millan,Professor in the Sociology department at University of California Berkeley,4.8,2.5,7,86%
Stefan-Ludwig Hoffmann,Professor in the History department at University of California Berkeley,4.1,3.3,8,100%
